paper_title,author_name,author_link,conference_name,conference_year
MVTN: Multi-View Transformation Network for 3D Shape Recognition.,Abdullah Hamdi,https://dblp.org/pid/205/2625.html,ICCV,2021
MVTN: Multi-View Transformation Network for 3D Shape Recognition.,Silvio Giancola,https://dblp.org/pid/173/3571.html,ICCV,2021
MVTN: Multi-View Transformation Network for 3D Shape Recognition.,Bernard Ghanem,https://dblp.org/pid/37/2516.html,ICCV,2021
GLiT: Neural Architecture Search for Global and Local Image Transformer.,Boyu Chen,https://dblp.org/pid/166/5205.html,ICCV,2021
GLiT: Neural Architecture Search for Global and Local Image Transformer.,Peixia Li,https://dblp.org/pid/213/5896.html,ICCV,2021
GLiT: Neural Architecture Search for Global and Local Image Transformer.,Chuming Li,https://dblp.org/pid/241/6082.html,ICCV,2021
GLiT: Neural Architecture Search for Global and Local Image Transformer.,Baopu Li,https://dblp.org/pid/44/3801.html,ICCV,2021
GLiT: Neural Architecture Search for Global and Local Image Transformer.,Lei Bai,https://dblp.org/pid/119/1223-1.html,ICCV,2021
GLiT: Neural Architecture Search for Global and Local Image Transformer.,Chen Lin,https://dblp.org/pid/37/3102-3.html,ICCV,2021
GLiT: Neural Architecture Search for Global and Local Image Transformer.,Ming Sun,https://dblp.org/pid/39/1471-8.html,ICCV,2021
GLiT: Neural Architecture Search for Global and Local Image Transformer.,Junjie Yan,https://dblp.org/pid/115/9656.html,ICCV,2021
GLiT: Neural Architecture Search for Global and Local Image Transformer.,Wanli Ouyang,https://dblp.org/pid/17/7992.html,ICCV,2021
CvT: Introducing Convolutions to Vision Transformers.,Haiping Wu,https://dblp.org/pid/09/6392.html,ICCV,2021
CvT: Introducing Convolutions to Vision Transformers.,Bin Xiao,https://dblp.org/pid/43/5134-4.html,ICCV,2021
CvT: Introducing Convolutions to Vision Transformers.,Noel Codella,https://dblp.org/pid/172/1174.html,ICCV,2021
CvT: Introducing Convolutions to Vision Transformers.,Mengchen Liu,https://dblp.org/pid/137/2150.html,ICCV,2021
CvT: Introducing Convolutions to Vision Transformers.,Xiyang Dai,https://dblp.org/pid/176/5470.html,ICCV,2021
CvT: Introducing Convolutions to Vision Transformers.,Lu Yuan,https://dblp.org/pid/66/6740.html,ICCV,2021
CvT: Introducing Convolutions to Vision Transformers.,Lei Zhang,https://dblp.org/pid/z/LeiZhang.html,ICCV,2021
Going deeper with Image Transformers.,Hugo Touvron,https://dblp.org/pid/243/3492.html,ICCV,2021
